description_en	spell_ids	description_zh
Pounce, stunning the target for $d and causing $49804o1 damage over $49804d.  Must be prowling.  Awards $s3 combo $lpoint:points;.	49803	
Pounce, stunning the target for $49803d and causing $49804o1 damage over $49804d.  Must be prowling.  Awards $49803s3 combo $lpoint:points;.	49804	
Causes an explosion of shadow magic around the enemy target, causing $s1 Shadow damage every 1 sec for $48045d to all enemies within $a1 yards around the target.	49821	
Right Click to summon and dismiss an Ethereal Soul-Trader.	49964	
Victims of your Frost Fever disease are Chilled, reducing movement speed by $50434s1% for $50434d.	50040	
Victims of your Frost Fever disease are Chilled, reducing movement speed by $50435s1% for $50435d.	50041	
Victims of your Frost Fever disease are Chilled, reducing movement speed by $50436s1% for $50436d.	50043	
When you are above 75% health, you deal $s1% more damage.	50096,50108,50109,50110,50111	
Your Chains of Ice, Howling Blast, Icy Touch and Obliterate generate 5 additional runic power.	50115	
Your spells and abilities deal 2% more damage to targets infected with Blood Plague.  Also increases your expertise by $s2.	50117	
Your spells and abilities deal 4% more damage to targets infected with Blood Plague.  Also increases your expertise by $s2.	50118	
Your spells and abilities deal 6% more damage to targets infected with Blood Plague.  Also increases your expertise by $s2.	50119	
Your spells and abilities deal 8% more damage to targets infected with Blood Plague.  Also increases your expertise by $s2.	50120	
Your spells and abilities deal 10% more damage to targets infected with Blood Plague.  Also increases your expertise by $s2.	50121	
Damage that would take you below $s1% health or taken while you are at $s1% health is reduced by $52285s1%.	50149	
Damage that would take you below $s1% health or taken while you are at $s1% health is reduced by $52286s1%.	50150	
Increases the critical strike damage bonus of your Blood Strike, Frost Strike, Howling Blast and Obliterate abilities by $s1%, and increases the duration of your Icebound Fortitude by $/1000;s2 secs.	50187,50190,50191	
Increases damage done by $s1 for $d.	50212,50213	
Pins the target in place, and squeezes for $o2 damage over $d.	50245,53544,53545,53546	
How to find and gather Northrend herbs.   Gives a potential herbalism skill of 450.	50300	
Master skill in skinning the hides from beasts for use in Leatherworking.  Gives a potential skinning skill of 450.  Requires a Skinning Knife.	50305	
You are a Grand Master Miner.  Gives a potential mining skill of 450.	50310	
The moth's wings produce a cloud of dust that increases its attack power by $s2 and heals it for $o1 over $d.	50318,52012,52013,52014	
When activated, this ability temporarily grants you $s1% of your current maximum health for $d.  Only useable while in Bear Form, Cat Form, or Dire Bear Form.  After the effect expires, the health is lost.	50322	
When activated, this ability causes your Mangle (Bear) ability to hit up to $58923s1 targets and have no cooldown, and reduces the energy cost of all your Cat Form abilities by $s1%.  Lasts $d.  You cannot use Tiger's Fury while Berserk is active. \n\nClears the effect of Fear and makes you immune to Fear for the duration.	50334	
While in Frost Presence or Unholy Presence, you retain $s1% healing from Blood Presence, and healing done to you is increased by $s2% in Blood Presence.	50365,50371	
While in Blood Presence or Unholy Presence, you retain $s1% stamina from Frost Presence, and damage done to you is decreased by an additional $s2% in Frost Presence.	50384,50385	
While in Blood Presence or Frost Presence, you retain $s1% increased movement speed from Unholy Presence, and your runes finish their cooldowns $s2% faster in Unholy Presence.	50391,50392	
Cause a corpse to explode for $s1 Shadow damage to all enemies within $A1 yards.  Will use a nearby corpse if the target is not a corpse.  Does not affect mechanical or elemental corpses.	50444	
Gives you a $s1% bonus to physical damage you deal for $d after dealing a critical strike from a weapon swing, spell, or ability.  This effect stacks up to $u times.	50447,50448,50449	
Heals a friendly target for $s1. Heals for an additional 20% if you have a Rejuvenation, Regrowth, Lifebloom, or Wild Growth effect active on the target.	50464	
Target's melee attack power is reduced by $s1 and armor is reduced by $s2% for $d.  Only one Curse per Warlock can be active on any one target.	50511	
You summon a violent Typhoon that does $s2 Nature damage when in contact with hostile targets, knocking them back and dazing them for $61391d.	50516	
Causes the victims of your Death Coil to be surrounded by a vile swarm of unholy insects, taking $49194s1% of the damage done by the Death Coil over $50536d, and prevents diseases on the victim from being dispelled.	50536	
Inflicts $s1 Shadow damage to an enemy target and nearby allies, affecting up to $x1 targets.	50581	
Ignites the area surrounds you, causing $50590s1 Fire damage to all nearby enemies every $50589t1 sec.  Lasts $50589d.	50589	
Silence all enemies within $a1 yards for $d and restores ${$m2/10} Runic Power.  Non-player victim spellcasting is also interrupted for $32747d.	50613	
Increases the critical strike chance of your Heroic Strike, Thunder Clap and Cleave abilities by $s1%.	50685,50686,50687	
Focus your protective gaze on a group or raid target, reducing their damage taken by $s1% and transfers $<threat>% of the threat they cause to you.  In addition, each time they are hit by an attack your Taunt cooldown is refreshed.  Lasts $d.  This effect can only be on one target at a time.	50720	
Sends a bolt of chaotic fire at the enemy, dealing $s1 Fire damage. Chaos Bolt cannot be resisted, and pierces through all absorption effects.	50796,59170,59171,59172	
Spreads existing Blood Plague and Frost Fever infections from your target to all other enemies within $a3 yards.	50842	
Summons and dismisses a rideable Brewfest Kodo. This mount increases speed depending on your Riding Skill.	50869	
Summons and dismisses a rideable Brewfest ram. This mount increases speed depending on your Riding Skill.	50870	
You leech heat from victims of your Frost Fever, so that when their melee attack speed is reduced, yours increases by $s2% for the next 20 sec.	50880,50884,50885,50886,50887	
Opens a gate which the Death Knight can use to return to Ebon Hold.	50977	
Crush 5 herbs to create pigments for making inks.  This will destroy the herbs in the process.	51005	
Places a large, stationary Anti-Magic Zone that reduces spell damage done to party or raid members inside it by $50461s1%.  The Anti-Magic Zone lasts for $51052d or until it absorbs ${$51052m1+2*$AP} spell damage.	51052	
Your Crypt Fever morphs into Ebon Plague, which increases magic damage taken by 4% in addition to increasing disease damage taken.  Improves your critical strike chance with weapons and spells by $51099s2% at all times.	51099	
Your melee attacks have a chance to make your next Icy Touch, Howling Blast or Frost Strike a critical strike.	51123	
Your melee attacks have a chance to make your next Icy Touch, Howling Blast or Frost Strike a critical strike.  Effect occurs more often than Killing Machine (Rank 1).	51127	
Your melee attacks have a chance to make your next Icy Touch, Howling Blast or Frost Strike a critical strike.  Effect occurs more often than Killing Machine (Rank 2).	51128	
Your melee attacks have a chance to make your next Icy Touch, Howling Blast or Frost Strike a critical strike.  Effect occurs more often than Killing Machine (Rank 3).	51129	
Your melee attacks have a chance to make your next Icy Touch, Howling Blast or Frost Strike a critical strike.  Effect occurs more often than Killing Machine (Rank 4).	51130	
Your Crypt Fever morphs into Ebon Plague, which increases magic damage taken by 9% in addition to increasing disease damage taken.  Improves your critical strike chance with weapons and spells by $51160s2% at all times.	51160	
Your Crypt Fever morphs into Ebon Plague, which increases magic damage taken by 13% in addition to increasing disease damage taken.  Improves your critical strike chance with weapons and spells by $51161s2% at all times.	51161	
Increases your total spell haste by $s1% and reduces the base cooldown of your Lifebloom spell by ${$m2/-15}%.	51179,51180,51181,51182,51183	
You become as hard to stop as death itself.  The duration of all Stun and Fear effects used against you is reduced by 20%, and your mounted speed is increased by 20%.  This does not stack with other movement speed increasing effects.	51267,51970	
Reinforces your armor with a thick coat of ice, increasing your armor by $s1% and increasing your Strength by $s2% for $d.	51271	
Allows a cook to make amazing recipes up to a maximum potential skill of 450.	51296	
Allows a Blacksmith to make weapons and armor up to a maximum potential skill of 450.	51300	
Allows a leatherworker to make master quality leather armors, up to a maximum potential skill of 450.	51302	
Allows an alchemist to brew extraordinary potions up to a maximum potential skill of 450.	51304	
Allows an engineer to make bombs and gizmos that very often work as intended up to a maximum potential skill of 450.	51306	
Allows a tailor to make incomparable shirts and armors up to a maximum potential skill of 450.	51309	
Allows a jewelcrafter to make fantastic jewelry, up to a maximum potential skill of 450.	51311	
Allows an enchanter to put masterful enchantments on weapons and armor up to a maximum potential skill of 450.	51313	
Summons and dismisses a rideable Big Battle Bear.  This mount increases speed depending on your Riding Skill.	51412	
Your auto attacks deal an additional $s1% Shadow damage.	51459,51462,51463,51464,51465	
While Clearcasting from Elemental Focus is active, you deal $s2% more spell damage. In addition, party and raid members within $a1 yards receive a $s1% bonus to their spell critical strike chance.	51466,51470	
Increases the critical strike chance of your melee special abilities by $s2%.  In addition, there is a $s1% chance that your Obliterate will do its damage without consuming diseases.	51468,51472,51473	
When stunned, feared or silenced you  shift into the Astral Plane reducing all damage taken by $s1% for the duration of the stun, fear or silence effect.	51474,51478	
When stunned, feared or silenced you shift into the Astral Plane reducing all damage taken by $s1% for the duration of the stun, fear or silence effect.	51479	
Increases the critical strike damage bonus of your Lava Burst spell by an additional $51480s2%, and when your Flame Shock is dispelled your spell casting speed is increased by $51480s1% for $64694d.	51480	
Increases the critical strike damage bonus of your Lava Burst spell by an additional $51481s2%, and when your Flame Shock is dispelled your spell casting speed is increased by $51481s1% for $64694d.	51481	
Increases the critical strike damage bonus of your Lava Burst spell by an additional $51482s2%, and when your Flame Shock is dispelled your spell casting speed is increased by $51482s1% for $64694d.	51482	
Reduces the cooldown of your Chain Lightning spell by .75 sec, your Earthbind Totem also has a $s2% chance to root targets for $64695d when cast and the periodic damage done by your Flame Shock is increased by $s3%.	51483	
Reduces the cooldown of your Chain Lightning spell by 1.5 sec, your Earthbind Totem also has a $s2% chance to root targets for $64695d when cast and the periodic damage done by your Flame Shock is increased by $s3%.	51485	
Reduces the cooldown of your Chain Lightning spell by 2.5 sec, your Earthbind Totem also has a $s2% chance to root targets for $64695d when cast and the periodic damage done by your Flame Shock is increased by $s3%.	51486	
You call down a bolt of lightning, energizing you and damaging nearby enemies within $a1 yards. Restores $s2% mana to you and deals $s1 Nature damage to all nearby enemies, knocking them back 20 yards. This spell is usable while stunned.	51490,59156,59158,59159	
You hurl molten lava at the target, dealing $s1 Fire damage. If your Flame Shock is on the target, Lava Burst will deal a critical strike.	51505,60043	
Transforms the enemy into a frog. While hexed, the target cannot attack or cast spells. Damage caused may interrupt the effect. Lasts $d. Only one target can be hexed at a time.  Only works on Humanoids and Beasts.	51514	
When you Stormstrike, you have a $h% chance to immediately grant you $63375s1% of your base mana.	51521,51522	
Your Earthbind Totem's pulses have a $s1% chance to also remove all snare effects from you and nearby friendly targets, and your Earth Shock reduces enemy attack speed by an additional $/10;s2%.	51523,51524	
You have a $s1% chance to hit your target with a Lightning Shield orb charge when you deal damage with melee attacks and abilities, and your Lightning Shield gains $s2 additional charges.	51525,51526,51527	
When you deal damage with a melee weapon, you have a chance to reduce the cast time of your next Lightning Bolt, Chain Lightning, Lesser Healing Wave, Healing Wave, Chain Heal, or Hex spell by $53817s1%. Stacks up to 5 times. Lasts $53817d.	51528	
When you deal damage with a melee weapon, you have a chance (higher than rank 1) to reduce the cast time of your next Lightning Bolt, Chain Lightning, Lesser Healing Wave, Healing Wave, Chain Heal, or Hex spell by $53817s1%. Stacks up to 5 times. Lasts $53817d.	51529	
When you deal damage with a melee weapon, you have a chance (higher than rank 2) to reduce the cast time of your next Lightning Bolt, Chain Lightning, Lesser Healing Wave, Healing Wave, Chain Heal, or Hex spell by $53817s1%. Stacks up to 5 times. Lasts $53817d.	51530	
When you deal damage with a melee weapon, you have a chance (higher than rank 3) to reduce the cast time of your next Lightning Bolt, Chain Lightning, Lesser Healing Wave, Healing Wave, Chain Heal, or Hex spell by $53817s1%. Stacks up to 5 times. Lasts $53817d.	51531	
When you deal damage with a melee weapon, you have a chance (higher than rank 4) to reduce the cast time of your next Lightning Bolt, Chain Lightning, Lesser Healing Wave, Healing Wave, Chain Heal, or Hex spell by $53817s1%. Stacks up to 5 times. Lasts $53817d.	51532	
Summons two Spirit Wolves under the command of the Shaman, lasting $d.	51533	
Increases the critical effect chance of your spells by $s1%, and increases the chance to apply the Earthliving heal over time effect on the target by $s2% when they are at or under 35% total health.	51554,51555	
When you critically heal with your Healing Wave, Lesser Healing Wave or Riptide you summon an Ancestral spirit to aid you, instantly healing the lowest percentage health friendly party or raid target within 40 yards for $s1% of the amount healed.	51556,51557,51558	
Increases the amount of charges for your Earth Shield by $s1, and increases the healing done by your Earth Shield by $s2%.	51560,51561	
When you cast Chain Heal or Riptide, you have a $s1% chance to lower the cast time of your Healing Wave spell by $53390s1% and increase the critical effect chance of your Lesser Healing Wave spell by $53390s2%, until two such spells have been cast. In addition, your Healing Wave gains an additional $s2% of your bonus healing effects and your Lesser Healing Wave gains an additional $s3% of your bonus healing effects.	51562,51563,51564,51565,51566	
When you apply Instant, Wound or Mind-Numbing poison to a target, you have a $h% chance to apply Crippling poison.	51625,51626	
Whenever anyone in your party or raid blocks, dodges, or parries an attack your chance to critically hit with all combo moves is increased by $52914s1% for $52914d.	51627	
Whenever anyone in your party or raid blocks, dodges, or parries an attack your chance to critically hit with all combo moves is increased by $52915s1% for $52915d.	51628	
Whenever anyone in your party or raid blocks, dodges, or parries an attack your chance to critically hit with all combo moves is increased by $52910s1% for $52910d.	51629	
Increases the damage caused by your Garrote and Rupture abilities by $s1%.	51632,51633	
Your melee critical strikes have a $h% chance to give you $s1 energy.	51634,51635,51636	
Your melee critical strikes have a chance to give you energy.	51637	
Enrages you, increasing all damage caused by $63848s1%.  Requires a bleed effect to be active on the target.  Lasts $63848d.	51662	
Your Eviscerate and Envenom abilities have a $h% chance to refresh your Slice and Dice duration to its 5 combo point maximum.	51664,51665,51667,51668,51669	
Whenever you dodge an attack you gain an Unfair Advantage, striking back for $51675s2% of your main hand weapon's damage.  This cannot occur more than once per second.	51672	
Whenever you dodge an attack you gain an Unfair Advantage, striking back for $51677s2% of your main hand weapon's damage.  This cannot occur more than once per second.	51674	
Whenever you dodge an attack you gain an Unfair Advantage, striking back for $51675s2% of your main hand weapon's damage.	51675	
Whenever you dodge an attack you gain an Unfair Advantage, striking back for $51677s2% of your main hand weapon's damage.	51677	
Increases the range of Throw and Deadly Throw and gives your Deadly Throw a chance to interrupt the target for $51680d.	51680	
Increases your total attack power by $s2% and all physical damage caused to enemies you have poisoned is increased by $58684s1%.	51682	
Your critical strike damage is increased by $s1% when the target has less health than you (as a percentage of total health).	51685,51686,51687,51688,51689	
Step through the shadows from enemy to enemy within 10 yards, attacking an enemy every .5 secs with both weapons until 5 assaults are made, and increasing all damage done by $61851s3% for the duration.  Can hit the same target multiple times.  Cannot hit invisible or stealthed targets.	51690	
Your Ambush and Backstab hits have a $h% chance to unbalance a target, increasing the time between their melee and ranged attacks by $51693s1%, and reducing movement speed by $51693s2% for $51693d.	51692,51696	
Your Ambush and Backstab hits have a chance to unbalance a target, increasing the time between their melee and ranged attacks by $51693s1%, and reducing movement speed by $51693s2% for $51693d.	51693	
When anyone in your group critically hits with a damage or healing spell or ability, you have a $s1% chance to gain a combo point on your current target.  This effect cannot occur more than once every second.	51698,51700,51701	
Reduces the energy cost of your Backstab and Ambush abilities by $s1 and the energy cost of your Hemorrhage by $s2, and increases all damage done by $s3%.	51708,51709,51710,51711,51712	
Enter the Shadow Dance for $d, allowing the use of Sap, Garrote, Ambush, Cheap Shot, Premeditation, Pickpocket and Disarm Trap regardless of being stealthed.	51713	
Right Click to summon and dismiss your nether ray fry.	51716	
Disarm the enemy, removing all weapons, shield or other equipment carried for $d.	51722	
Instantly throw both weapons at all targets within $a1 yards, causing ${$m1*1.5}% weapon damage with daggers, and $s1% weapon damage with all other weapons.	51723	
Incapacitates the target for up to $d.  Must be stealthed.  Only works on Humanoids, Beasts, Demons and Dragonkin that are not in combat.  Any damage caused will revive the target.  Only 1 target may be sapped at a time.	51724	
Imbue the Shaman's weapon with earthen life. Increases healing done by $51940s2 and each heal has a $<chance>% chance to proc Earthliving on the target, healing an additional $51945o over $51945d. Lasts 30 minutes.	51730	
Increases the critical strike chance by $s2% and critical strike damage bonus by $s1% of your Plague Strike and Scourge Strike.	51745,51746	
Right Click to summon and dismiss your vampiric batling.	51851	
Increases the damage done by your Lightning Shield orbs by $s1%, increases the amount of mana gained from your Water Shield orbs by $s2% and increases the amount of healing done by your Earth Shield orbs by $s2%.	51881	
Increases your Attack Power by $s1% of your Intellect.	51883,51884,51885	
Cleanse the spirit of a friendly target, removing 1 poison effect, 1 disease effect, and 1 curse effect.	51886	
Summons and dismisses a rideable Frost Wyrm Mount.    This mount can only be summoned in Outland and Northrend. This mount increases speed depending on your Riding Skill.	51960	
Imbue the Shaman's weapon with earthen life. Increases healing done by $51989s2 and each heal has a $<chance>% chance to proc Earthliving on the target, healing an additional $51990o over $51990d. Lasts 30 minutes.	51988	
Imbue the Shaman's weapon with earthen life. Increases healing done by $52004s2 and each heal has a $<chance>% chance to proc Earthliving on the target, healing an additional $51997o over $51997d. Lasts 30 minutes.	51991	
Imbue the Shaman's weapon with earthen life. Increases healing done by $52005s2 and each heal has a $<chance>% chance to proc Earthliving on the target, healing an additional $51998o over $51998d. Lasts 30 minutes.	51992	
Imbue the Shaman's weapon with earthen life. Increases healing done by $52007s2 and each heal has a $<chance>% chance to proc Earthliving on the target, healing an additional $51999o over $51999d. Lasts 30 minutes.	51993	
Imbue the Shaman's weapon with earthen life. Increases healing done by $52008s2 and each heal has a $<chance>% chance to proc Earthliving on the target, healing an additional $52000o over $52000d. Lasts 30 minutes.	51994	
The caster is surrounded by $52127n globes of water, granting $52127s2 mana per 5 sec.  When a spell, melee or ranged attack hits the caster, $52128s1 mana is restored to the caster. This expends one water globe.  Only one globe will activate every few seconds.  Lasts $52127d.  Only one Elemental Shield can be active on the Shaman at any one time.	52127	
The caster is surrounded by $52129n globes of water, granting $52129s2 mana per 5 sec.  When a spell, melee or ranged attack hits the caster, $52130s1 mana is restored to the caster. This expends one water globe.  Only one globe will activate every few seconds.  Lasts $52129d.  Only one Elemental Shield can be active on the Shaman at any one time.	52129	
The caster is surrounded by $52131n globes of water, granting $52131s2 mana per 5 sec.  When a spell, melee or ranged attack hits the caster, $52132s1 mana is restored to the caster. This expends one water globe.  Only one globe will activate every few seconds.  Lasts $52131d.  Only one Elemental Shield can be active on the Shaman at any one time.	52131	
The caster is surrounded by $52134n globes of water, granting $52134s2 mana per 5 sec.  When a spell, melee or ranged attack hits the caster, $52133s1 mana is restored to the caster. This expends one water globe.  Only one globe will activate every few seconds.  Lasts $52134d.  Only one Elemental Shield can be active on the Shaman at any one time.	52134	
The caster is surrounded by $52136n globes of water, granting $52136s2 mana per 5 sec.  When a spell, melee or ranged attack hits the caster, $52135s1 mana is restored to the caster. This expends one water globe.  Only one globe will activate every few seconds.  Lasts $52136d.  Only one Elemental Shield can be active on the Shaman at any one time.	52136	
The caster is surrounded by $52138n globes of water, granting $52138s2 mana per 5 sec.  When a spell, melee or ranged attack hits the caster, $52137s1 mana is restored to the caster. This expends one water globe.  Only one globe will activate every few seconds.  Lasts $52138d.  Only one Elemental Shield can be active on the Shaman at any one time.	52138	
Reduces the cooldown on Raise Dead by ${$m1/-1000} sec, and the Ghoul summoned by your Raise Dead spell is considered a pet under your control.  Unlike normal Death Knight Ghouls, your pet does not have a limited duration.	52143	
Allows the deciphering of strange and mysterious writings.	52175	
When at less than 35% health, your pet does $s1% more damage and has a $s2% reduced chance to be critically hit.	52234,53497	
Deals $m1 to $M1 Frost damage modified by attack power and reduces the target's ranged, melee attack, and casting speed by $s2% for $d.	52372	
A vicious strike that deals weapon damage plus $s1 modified by attack power and plagues the target, dealing $o2 Shadow damage over $d.	52373	
Instantly strike the enemy, causing $s2% weapon damage plus ${$m1*$m2/100} for each disease effect on the target.	52374	
Fire a blast of unholy energy, causing ${$m1*.4} Shadow damage modified by attack power to an enemy target or healing ${$m1*.6} damage from a friendly Undead target.	52375	
Increases the effect of your Strength of Earth and Flametongue Totems by $s1%.	52456	
Finishing move that increases physical damage done by $s2%.  Only useable while in Cat Form.  Lasts longer per combo point:\n   1 point  : 14 seconds\n   2 points: 19 seconds\n   3 points: 24 seconds\n   4 points: 29 seconds\n   5 points: 34 seconds	52610	
Right Click to summon and dismiss Frosty the frost wyrm whelp.	52615	
Use the Milling skill found in your spellbook to crush herbs into pigments.  You can use pigments to create inks.	52738	
While tracking Beasts, Demons, Dragonkin, Elementals, Giants, Humanoids and Undead, all damage done to those types by the Hunter is increased by $s1%.	52783,52785,52786,52787,52788	
Grants $s1% spell haste for your next spell after casting Power Word: Shield, and increases the amount absorbed by your Power Word: Shield equal to $s2% of your spell power.	52795,52797,52798,52799,52800	
When your pet's Claw, Bite, or Smack ability deals a critical strike, you and your pet deal $s1% increased damage for $70893d.	52858,61680,61681	
Launches a volley of holy light at the target, causing $52998s1 Holy damage to an enemy, or $52983s1 healing to an ally instantly and every $47758t2 sec for $47758d.	52983,52998,53005	
Launches a volley of holy light at the target, causing $52999s1 Holy damage to an enemy, or $52984s1 healing to an ally instantly and every $47758t2 sec for $47758d.	52984,52999,53006	
Launches a volley of holy light at the target, causing $53000s1 Holy damage to an enemy, or $52985s1 healing to an ally instantly and every $47758t2 sec for $47758d.	52985,53000,53007	
Causes an explosion of shadow magic around the enemy target, causing $s1 Shadow damage every 1 sec for $53023d to all enemies within $a1 yards around the target.	53022	
Causes an explosion of shadow magic around the enemy target, causing $53022s1 Shadow damage every $T1 sec for $d to all enemies within $49821a1 yards around the target.	53023	
Right-click to summon and dismiss Mini Tyrael.	53082	
Increases the attack power by $53137s1% of party and raid members within $53137a1 yards.  Also increases your total Strength by $53137s2%.	53137	
Increases the attack power by $53138s1% of party and raid members within $53138a1 yards.  Also increases your total Strength by $53138s2%.	53138	
Teleports the caster to Dalaran.	53140	
Creates a portal, teleporting group members that use it to Dalaran.	53142	
Increases your pet's armor by $s1% and chance to Dodge by $s2%.	53175,53176	
Your pet's Growl generates $s1% additional threat and 10% of its total happiness.	53178,53179	
The movement speed penalty of your pet's Cower is reduced by $s1%.	53180,53181	
Your pet does an additional $s1% damage with all attacks.	53182,53183,53184,62759,62760	
Your pet's attacks have a 10% chance to increase its happiness by 5% and heal 5% of its total health.	53186	
Your pet's attacks have a 20% chance to increase its happiness by 5% and heal 5% of its total health.	53187	
You summon a flurry of stars from the sky on all targets within $53196a yards of the caster, each dealing $53191s1 Arcane damage. Also causes $53188s1 Arcane damage to all other enemies within $53188a1 yards of the enemy target. Maximum 20 stars. Lasts $53199d.  Shapeshifting into an animal form or mounting cancels the effect. Any effect which causes you to lose control of your character will suppress the starfall effect.	53199	
You summon a flurry of stars from the sky on all targets within $53197a yards of the caster, each dealing $53194s1 Arcane damage. Also causes $53189s1 Arcane damage to all other enemies within $53189a1 yards of the enemy target. Maximum 20 stars. Lasts $53200d.  Shapeshifting into an animal form or mounting cancels the effect. Any effect which causes you to lose control of your character will suppress the starfall effect.	53200	
You summon a flurry of stars from the sky on all targets within $53198a yards of the caster, each dealing $53195s1 Arcane damage. Also causes $53190s1 Arcane damage to all other enemies within $53190a1 yards of the enemy target. Maximum 20 stars. Lasts $53201d.  Shapeshifting into an animal form or mounting cancels the effect. Any effect which causes you to lose control of your character will suppress the starfall effect.	53201	
You deal $s3% weapon damage, refreshing the current Sting on your target and triggering an effect:\n\nSerpent Sting - Instantly deals 40% of the damage done by your Serpent Sting.\n\nViper Sting - Instantly restores mana to you equal to 60% of the total amount drained by your Viper Sting.\n\nScorpid Sting - Attempts to Disarm the target for 10 sec. This effect cannot occur more than once per 1 minute.	53209	
You have a $h% chance to shoot an additional shot when doing damage with your auto shot, dealing $53254s1% weapon nature damage. Wild Quiver consumes no ammo.	53215,53216,53217	
Your Steady Shot hits have a chance to increase the damage done by your next Aimed Shot, Arcane Shot or Chimera Shot by $53220s1%, and reduce the mana cost of your next Aimed Shot, Arcane Shot or Chimera Shot by $53220s2%.	53220	
Your Steady Shot hits have a $h% chance to increase the damage done by your next Aimed Shot, Arcane Shot or Chimera Shot by $53220s1%, and reduce the mana cost of your next Aimed Shot, Arcane Shot or Chimera Shot by $53220s2%.	53221,53222,53224	
You summon a violent Typhoon that does $s2 Nature damage when in contact with hostile targets, knocking them back and dazing them for $61390d.	53223	
You summon a violent Typhoon that does $s2 Nature damage when in contact with hostile targets, knocking them back and dazing them for $61388d.	53225	
You summon a violent Typhoon that does $s2 Nature damage when in contact with hostile targets, knocking them back and dazing them for $61387d.	53226	
You summon a violent Typhoon that does $s2 Nature damage when in contact with hostile targets, knocking them back and dazing them for $d.	53227,61387,61388,61390,61391	
You gain $64180s1% of your mana every $53230t1 sec while under the effect of Rapid Fire, and you gain $56654s1% of your mana every $56654t1 sec for $56654d when you gain Rapid Killing.	53228	
You gain $64181s1% of your mana every $54227t1 sec while under the effect of Rapid Fire, and you gain $58882s1% of your mana every $58882t1 sec for $58882d when you gain Rapid Killing.	53232	
Your critical Aimed, Steady and Chimera Shots cause the target to bleed for $s1% of the damage dealt over $63468d.	53234,53237,53238	
Increases your damage done by your shots and the damage done by your pet's special abilities by $s1% on marked targets, and increases the critical strike damage bonus of your Aimed Shot, Arcane Shot, Steady Shot, Kill Shot and Chimera Shot by $s2%.	53241,53243,53244,53245,53246	
When your pet scores a critical hit with a special ability, you have a $s1% chance to instantly regenerate $53398s1% mana.	53252,53253	
You have a chance to shoot an additional shot when doing damage with your auto shot, dealing $53254s1% weapon nature damage. Wild Quiver consumes no ammo.	53254	
You have a $h% chance when you critically hit with Arcane Shot, Steady Shot or Kill Shot to cause your pet's next 2 special attacks to critically hit.	53256,53259,53260	
Reduces the cooldown of your Bestial Wrath, Intimidation and Pet Special Abilities by $s1%.	53262,53263,53264	
Aspect of the Viper - Reduces the damage penalty by $s1%.\n\nAspect of the Monkey - Reduces the damage done to you while active by $s2%.\n\nAspect of the Hawk - Increases the attack power bonus by $s3%.\n\nAspect of the Dragonhawk - Combines the bonuses from Aspect of the Monkey and Hawk.	53265	
You master the art of Beast training, teaching you the ability to tame Exotic pets and increasing your total amount of Pet Skill Points by $s2.	53270	
Your pet attempts to remove all root and movement impairing effects from itself and its target, and causes your pet and its target to be immune to all such effects for $54216d.	53271	
Increases your total Agility by an additional $s2%, and your Arcane Shot, Explosive Shot and Steady Shot critical strikes have a $h% chance to grant up to 10 party or raid members mana regeneration equal to 1% of the maximum mana per 5 sec. Lasts for $57669d.	53290,53291,53292	
If Wyvern Sting is dispelled, the dispeller is also afflicted by Wyvern Sting lasting $s2% of the duration remaining, and increases all damage done by you on targets afflicted by your Serpent Sting by $s1%.	53295,53296,53297	
Increases the critical strike chance of all of your attacks on targets affected by your Frost Trap, Freezing Trap and Freezing Arrow by $s1%.	53298,53299	
You fire an explosive charge into the enemy target, dealing ${$RAP*0.14+$m1}-${$RAP*0.14+$M1} Fire damage. The charge will blast the target every second for an additional $d.	53301,60051,60052,60053	
Increases the critical strike chance of your Kill Shot ability by $53302s2%, and while standing still for $53302s1 sec, you gain Sniper Training increasing the damage done by your Steady Shot, Aimed Shot, Black Arrow and Explosive Shot by $64418s1% for $64418d.	53302	
Increases the critical strike chance of your Kill Shot ability by $53303s2%, and while standing still for $53303s1 sec, you gain Sniper Training increasing the damage done by your Steady Shot, Aimed Shot, Black Arrow and Explosive Shot by $64419s1% for $64419d.	53303	
Increases the critical strike chance of your Kill Shot ability by $53304s2%, and while standing still for $53304s1 sec, you gain Sniper Training increasing the damage done by your Steady Shot, Aimed Shot, Black Arrow and Explosive Shot by $64420s1% for $64420d.	53304	
Roots the target in place and causes $o2 Nature damage over $d.  Damage caused may interrupt the effect.	53308	
While active, any time an enemy strikes the caster they have a $h% chance to become afflicted by Entangling Roots (Rank 8).  $n charges.  Lasts $d.	53312	
Right Click to summon and dismiss your ghostly skull.	53316	
Affixes your two-handed rune weapon with a rune that increases Parry chance by 4% and reduces the duration of Disarm effects by $43588s1%.  Modifying your rune weapon requires a Rune Forge in Ebon Hold.	53323	
Affixes your rune weapon with a rune that adds 2% extra weapon damage as Fire damage or 4% versus Undead targets.  Modifying your rune weapon requires a Rune Forge in Ebon Hold.	53331	
Places the Hunter's Mark on the target, increasing the ranged attack power of all attackers against that target by $s2.  In addition, the target of this ability can always be seen by the hunter whether it stealths or turns invisible.  The target also appears on the mini-map.  Lasts for $d.	53338	
Attack the enemy for ${$AP*0.2+$m1} damage.	53339	
